"Notes"	"Year"	"Year Code"	"State"	"State Code"	"Gender"	"Gender Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate
	"2018"	"2018"	"Alabama"	"01"	"Male"	"M"	"60-64 years "	"60-64"	50	149995	33.3
	"2018"	"2018"	"Alabama"	"01"	"Male"	"M"	"65-69 years"	"65-69"	39	125476	31.1
	"2018"	"2018"	"Alabama"	"01"	"Male"	"M"	"70-74 years"	"70-74"	35	99022	35.3
	"2018"	"2018"	"Alabama"	"01"	"Male"	"M"	"75-79 years"	"75-79"	27	65915	41.0
	"2018"	"2018"	"Alabama"	"01"	"Male"	"M"	"85-89 years"	"85-89"	15	Not Applicable	Not Applicable
	"2018"	"2018"	"Alabama"	"01"	"Male"	"M"	"100+ years"	"100+"	0	Not Applicable	Not Applicable
	"2018"	"2018"	"Alabama"	"01"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2018"	"2018"	"Alaska"	"02"	"Female"	"F"	"< 1 year"	"1"	0	5215	Unreliable
	"2018"	"2018"	"Alaska"	"02"	"Female"	"F"	"1-4 years"	"1-4"	0	20818	Unreliable
	"2018"	"2018"	"Alaska"	"02"	"Female"	"F"	"5-9 years"	"5-9"	0	25258	Unreliable
	"2018"	"2018"	"Alaska"	"02"	"Female"	"F"	"70-74 years"	"70-74"	0	11389	Unreliable
	"2018"	"2018"	"Alaska"	"02"	"Female"	"F"	"80-84 years"	"80-84"	0	4189	Unreliable
	"2018"	"2018"	"Alaska"	"02"	"Female"	"F"	"85-89 years"	"85-89"	0	Not Applicable	Not Applicable
	"2018"	"2018"	"Alaska"	"02"	"Female"	"F"	"90-94 years"	"90-94"	0	Not Applicable	Not Applicable
	"2018"	"2018"	"Alaska"	"02"	"Female"	"F"	"95-99 years"	"95-99"	0	Not Applicable	Not Applicable
	"2018"	"2018"	"Alaska"	"02"	"Female"	"F"	"100+ years"	"100+"	0	Not Applicable	Not Applicable
	"2018"	"2018"	"Alaska"	"02"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2018"	"2018"	"Alaska"	"02"	"Male"	"M"	"< 1 year"	"1"	0	5450	Unreliable
	"2018"	"2018"	"Alaska"	"02"	"Male"	"M"	"1-4 years"	"1-4"	0	21632	Unreliable
	"2018"	"2018"	"Alaska"	"02"	"Male"	"M"	"5-9 years"	"5-9"	0	26798	Unreliable
	"2018"	"2018"	"Alaska"	"02"	"Male"	"M"	"15-19 years"	"15-19"	15	24307	Unreliable
	"2018"	"2018"	"Alaska"	"02"	"Male"	"M"	"20-24 years"	"20-24"	19	30355	Unreliable
	"2018"	"2018"	"Alaska"	"02"	"Male"	"M"	"25-29 years"	"25-29"	21	33104	63.4
	"2018"	"2018"	"Alaska"	"02"	"Male"	"M"	"30-34 years"	"30-34"	16	29998	Unreliable
	"2018"	"2018"	"Alaska"	"02"	"Male"	"M"	"45-49 years"	"45-49"	13	22764	Unreliable
	"2018"	"2018"	"Alaska"	"02"	"Male"	"M"	"60-64 years "	"60-64"	12	23113	Unreliable
	"2018"	"2018"	"Alaska"	"02"	"Male"	"M"	"85-89 years"	"85-89"	0	Not Applicable	Not Applicable
	"2018"	"2018"	"Alaska"	"02"	"Male"	"M"	"95-99 years"	"95-99"	0	Not Applicable	Not Applicable
	"2018"	"2018"	"Alaska"	"02"	"Male"	"M"	"100+ years"	"100+"	0	Not Applicable	Not Applicable
	"2018"	"2018"	"Alaska"	"02"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2018"	"2018"	"Arizona"	"04"	"Female"	"F"	"< 1 year"	"1"	0	40794	Unreliable
	"2018"	"2018"	"Arizona"	"04"	"Female"	"F"	"1-4 years"	"1-4"	0	172182	Unreliable
	"2018"	"2018"	"Arizona"	"04"	"Female"	"F"	"5-9 years"	"5-9"	0	221530	Unreliable
	"2018"	"2018"	"Arizona"	"04"	"Female"	"F"	"15-19 years"	"15-19"	14	231635	Unreliable
	"2018"	"2018"	"Arizona"	"04"	"Female"	"F"	"20-24 years"	"20-24"	14	236024	Unreliable
	"2018"	"2018"	"Arizona"	"04"	"Female"	"F"	"25-29 years"	"25-29"	26	248857	10.4
	"2018"	"2018"	"Arizona"	"04"	"Female"	"F"	"30-34 years"	"30-34"	18	225624	Unreliable
	"2018"	"2018"	"Arizona"	"04"	"Female"	"F"	"35-39 years"	"35-39"	26	225128	11.5
	"2018"	"2018"	"Arizona"	"04"	"Female"	"F"	"40-44 years"	"40-44"	25	209830	11.9
	"2018"	"2018"	"Arizona"	"04"	"Female"	"F"	"45-49 years"	"45-49"	21	216819	9.7
	"2018"	"2018"	"Arizona"	"04"	"Female"	"F"	"50-54 years"	"50-54"	24	212587	11.3
	"2018"	"2018"	"Arizona"	"04"	"Female"	"F"	"55-59 years"	"55-59"	29	228169	12.7
	"2018"	"2018"	"Arizona"	"04"	"Female"	"F"	"60-64 years "	"60-64"	21	224924	9.3
	"2018"	"2018"	"Arizona"	"04"	"Female"	"F"	"65-69 years"	"65-69"	24	208476	11.5
	"2018"	"2018"	"Arizona"	"04"	"Female"	"F"	"70-74 years"	"70-74"	20	178098	11.2
	"2018"	"2018"	"Arizona"	"04"	"Female"	"F"	"95-99 years"	"95-99"	0	Not Applicable	Not Applicable
	"2018"	"2018"	"Arizona"	"04"	"Female"	"F"	"100+ years"	"100+"	0	Not Applicable	Not Applicable
	"2018"	"2018"	"Arizona"	"04"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2018"	"2018"	"Arizona"	"04"	"Male"	"M"	"< 1 year"	"1"	0	42759	Unreliable
	"2018"	"2018"	"Arizona"	"04"	"Male"	"M"	"1-4 years"	"1-4"	0	180201	Unreliable
	"2018"	"2018"	"Arizona"	"04"	"Male"	"M"	"5-9 years"	"5-9"	0	230196	Unreliable
	"2018"	"2018"	"Arizona"	"04"	"Male"	"M"	"10-14 years"	"10-14"	13	242893	Unreliable
	"2018"	"2018"	"Arizona"	"04"	"Male"	"M"	"15-19 years"	"15-19"	68	242159	28.1
	"2018"	"2018"	"Arizona"	"04"	"Male"	"M"	"20-24 years"	"20-24"	100	256152	39.0
	"2018"	"2018"	"Arizona"	"04"	"Male"	"M"	"25-29 years"	"25-29"	104	269123	38.6
	"2018"	"2018"	"Arizona"	"04"	"Male"	"M"	"30-34 years"	"30-34"	87	242241	35.9
	"2018"	"2018"	"Arizona"	"04"	"Male"	"M"	"35-39 years"	"35-39"	83	233759	35.5
	"2018"	"2018"	"Arizona"	"04"	"Male"	"M"	"40-44 years"	"40-44"	71	211714	33.5
	"2018"	"2018"	"Arizona"	"04"	"Male"	"M"	"45-49 years"	"45-49"	92	215346	42.7
	"2018"	"2018"	"Arizona"	"04"	"Male"	"M"	"50-54 years"	"50-54"	85	206038	41.3
	"2018"	"2018"	"Arizona"	"04"	"Male"	"M"	"55-59 years"	"55-59"	107	213916	50.0
	"2018"	"2018"	"Arizona"	"04"	"Male"	"M"	"60-64 years "	"60-64"	81	199268	40.6
	"2018"	"2018"	"Arizona"	"04"	"Male"	"M"	"65-69 years"	"65-69"	74	181253	40.8
	"2018"	"2018"	"Arizona"	"04"	"Male"	"M"	"70-74 years"	"70-74"	71	158335	44.8
	"2018"	"2018"	"Arizona"	"04"	"Male"	"M"	"75-79 years"	"75-79"	56	111815	50.1
	"2018"	"2018"	"Arizona"	"04"	"Male"	"M"	"80-84 years"	"80-84"	37	69990	52.9
	"2018"	"2018"	"Arizona"	"04"	"Male"	"M"	"85-89 years"	"85-89"	19	Not Applicable	Not Applicable
	"2018"	"2018"	"Arizona"	"04"	"Male"	"M"	"90-94 years"	"90-94"	14	Not Applicable	Not Applicable
	"2018"	"2018"	"Arizona"	"04"	"Male"	"M"	"100+ years"	"100+"	0	Not Applicable	Not Applicable
	"2018"	"2018"	"Arizona"	"04"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2018"	"2018"	"Arkansas"	"05"	"Female"	"F"	"< 1 year"	"1"	0	17998	Unreliable
	"2018"	"2018"	"Arkansas"	"05"	"Female"	"F"	"1-4 years"	"1-4"	0	74614	Unreliable
	"2018"	"2018"	"Arkansas"	"05"	"Female"	"F"	"5-9 years"	"5-9"	0	94360	Unreliable
	"2018"	"2018"	"Arkansas"	"05"	"Female"	"F"	"25-29 years"	"25-29"	12	102518	Unreliable
	"2018"	"2018"	"Arkansas"	"05"	"Female"	"F"	"35-39 years"	"35-39"	12	95903	Unreliable
	"2018"	"2018"	"Arkansas"	"05"	"Female"	"F"	"40-44 years"	"40-44"	16	89269	Unreliable
	"2018"	"2018"	"Arkansas"	"05"	"Female"	"F"	"45-49 years"	"45-49"	13	93445	Unreliable
	"2018"	"2018"	"Arkansas"	"05"	"Female"	"F"	"50-54 years"	"50-54"	10	93842	Unreliable
	"2018"	"2018"	"Arkansas"	"05"	"Female"	"F"	"55-59 years"	"55-59"	11	101621	Unreliable
	"2018"	"2018"	"Arkansas"	"05"	"Female"	"F"	"60-64 years "	"60-64"	10	97841	Unreliable
	"2018"	"2018"	"Arkansas"	"05"	"Female"	"F"	"85-89 years"	"85-89"	0	Not Applicable	Not Applicable
	"2018"	"2018"	"Arkansas"	"05"	"Female"	"F"	"90-94 years"	"90-94"	0	Not Applicable	Not Applicable
	"2018"	"2018"	"Arkansas"	"05"	"Female"	"F"	"95-99 years"	"95-99"	0	Not Applicable	Not Applicable
	"2018"	"2018"	"Arkansas"	"05"	"Female"	"F"	"100+ years"	"100+"	0	Not Applicable	Not Applicable
	"2018"	"2018"	"Arkansas"	"05"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2018"	"2018"	"Arkansas"	"05"	"Male"	"M"	"< 1 year"	"1"	0	18903	Unreliable
	"2018"	"2018"	"Arkansas"	"05"	"Male"	"M"	"1-4 years"	"1-4"	0	78828	Unreliable
	"2018"	"2018"	"Arkansas"	"05"	"Male"	"M"	"5-9 years"	"5-9"	0	98924	Unreliable
	"2018"	"2018"	"Arkansas"	"05"	"Male"	"M"	"15-19 years"	"15-19"	16	101355	Unreliable
	"2018"	"2018"	"Arkansas"	"05"	"Male"	"M"	"20-24 years"	"20-24"	37	102670	36.0
	"2018"	"2018"	"Arkansas"	"05"	"Male"	"M"	"25-29 years"	"25-29"	39	103979	37.5
	"2018"	"2018"	"Arkansas"	"05"	"Male"	"M"	"30-34 years"	"30-34"	45	95103	47.3
	"2018"	"2018"	"Arkansas"	"05"	"Male"	"M"	"35-39 years"	"35-39"	34	95770	35.5
	"2018"	"2018"	"Arkansas"	"05"	"Male"	"M"	"40-44 years"	"40-44"	34	87576	38.8
	"2018"	"2018"	"Arkansas"	"05"	"Male"	"M"	"45-49 years"	"45-49"	43	90727	47.4
	"2018"	"2018"	"Arkansas"	"05"	"Male"	"M"	"50-54 years"	"50-54"	32	90653	35.3
	"2018"	"2018"	"Arkansas"	"05"	"Male"	"M"	"55-59 years"	"55-59"	39	96542	40.4
	"2018"	"2018"	"Arkansas"	"05"	"Male"	"M"	"60-64 years "	"60-64"	28	88463	31.7
	"2018"	"2018"	"Arkansas"	"05"	"Male"	"M"	"65-69 years"	"65-69"	20	76090	26.3
	"2018"	"2018"	"Arkansas"	"05"	"Male"	"M"	"70-74 years"	"70-74"	24	61979	38.7
	"2018"	"2018"	"Arkansas"	"05"	"Male"	"M"	"75-79 years"	"75-79"	20	42782	46.7
	"2018"	"2018"	"Arkansas"	"05"	"Male"	"M"	"80-84 years"	"80-84"	11	26186	Unreliable
	"2018"	"2018"	"Arkansas"	"05"	"Male"	"M"	"90-94 years"	"90-94"	0	Not Applicable	Not Applicable
	"2018"	"2018"	"Arkansas"	"05"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2018"	"2018"	"California"	"06"	"Female"	"F"	"< 1 year"	"1"	0	233156	Unreliable
	"2018"	"2018"	"California"	"06"	"Female"	"F"	"1-4 years"	"1-4"	0	958629	Unreliable
	"2018"	"2018"	"California"	"06"	"Female"	"F"	"5-9 years"	"5-9"	0	1217258	Unreliable
	"2018"	"2018"	"California"	"06"	"Female"	"F"	"10-14 years"	"10-14"	13	1245877	Unreliable
	"2018"	"2018"	"California"	"06"	"Female"	"F"	"15-19 years"	"15-19"	39	1245863	3.1
	"2018"	"2018"	"California"	"06"	"Female"	"F"	"20-24 years"	"20-24"	83	1315837	6.3
	"2018"	"2018"	"California"	"06"	"Female"	"F"	"25-29 years"	"25-29"	79	1510265	5.2
	"2018"	"2018"	"California"	"06"	"Female"	"F"	"30-34 years"	"30-34"	74	1414252	5.2
	"2018"	"2018"	"California"	"06"	"Female"	"F"	"35-39 years"	"35-39"	104	1354752	7.7
	"2018"	"2018"	"California"	"06"	"Female"	"F"	"40-44 years"	"40-44"	59	1248032	4.7
	"2018"	"2018"	"California"	"06"	"Female"	"F"	"45-49 years"	"45-49"	94	1289137	7.3
	"2018"	"2018"	"California"	"06"	"Female"	"F"	"50-54 years"	"50-54"	109	1257166	8.7
	"2018"	"2018"	"California"	"06"	"Female"	"F"	"55-59 years"	"55-59"	86	1282644	6.7
	"2018"	"2018"	"California"	"06"	"Female"	"F"	"60-64 years "	"60-64"	113	1174129	9.6
	"2018"	"2018"	"California"	"06"	"Female"	"F"	"65-69 years"	"65-69"	56	983722	5.7
	"2018"	"2018"	"California"	"06"	"Female"	"F"	"70-74 years"	"70-74"	40	772616	5.2
	"2018"	"2018"	"California"	"06"	"Female"	"F"	"75-79 years"	"75-79"	30	541583	5.5
	"2018"	"2018"	"California"	"06"	"Female"	"F"	"80-84 years"	"80-84"	16	380440	Unreliable
	"2018"	"2018"	"California"	"06"	"Female"	"F"	"85-89 years"	"85-89"	11	Not Applicable	Not Applicable
	"2018"	"2018"	"California"	"06"	"Female"	"F"	"90-94 years"	"90-94"	12	Not Applicable	Not Applicable
	"2018"	"2018"	"California"	"06"	"Female"	"F"	"100+ years"	"100+"	0	Not Applicable	Not Applicable
	"2018"	"2018"	"California"	"06"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2018"	"2018"	"California"	"06"	"Male"	"M"	"< 1 year"	"1"	0	244164	Unreliable
	"2018"	"2018"	"California"	"06"	"Male"	"M"	"1-4 years"	"1-4"	0	1005351	Unreliable
	"2018"	"2018"	"California"	"06"	"Male"	"M"	"5-9 years"	"5-9"	0	1271644	Unreliable
	"2018"	"2018"	"California"	"06"	"Male"	"M"	"10-14 years"	"10-14"	16	1302096	Unreliable
	"2018"	"2018"	"California"	"06"	"Male"	"M"	"15-19 years"	"15-19"	135	1299512	10.4
	"2018"	"2018"	"California"	"06"	"Male"	"M"	"20-24 years"	"20-24"	265	1395963	19.0
	"2018"	"2018"	"California"	"06"	"Male"	"M"	"25-29 years"	"25-29"	301	1615551	18.6
	"2018"	"2018"	"California"	"06"	"Male"	"M"	"30-34 years"	"30-34"	283	1503731	18.8
	"2018"	"2018"	"California"	"06"	"Male"	"M"	"35-39 years"	"35-39"	272	1400228	19.4
	"2018"	"2018"	"California"	"06"	"Male"	"M"	"40-44 years"	"40-44"	235	1252659	18.8
	"2018"	"2018"	"California"	"06"	"Male"	"M"	"45-49 years"	"45-49"	273	1278946	21.3
	"2018"	"2018"	"California"	"06"	"Male"	"M"	"50-54 years"	"50-54"	324	1246725	26.0
	"2018"	"2018"	"California"	"06"	"Male"	"M"	"55-59 years"	"55-59"	336	1236166	27.2
	"2018"	"2018"	"California"	"06"	"Male"	"M"	"60-64 years "	"60-64"	283	1088287	26.0
	"2018"	"2018"	"California"	"06"	"Male"	"M"	"65-69 years"	"65-69"	226	869380	26.0
	"2018"	"2018"	"California"	"06"	"Male"	"M"	"70-74 years"	"70-74"	177	659696	26.8
	"2018"	"2018"	"California"	"06"	"Male"	"M"	"75-79 years"	"75-79"	151	435135	34.7
	"2018"	"2018"	"California"	"06"	"Male"	"M"	"80-84 years"	"80-84"	115	282868	40.7
	"2018"	"2018"	"California"	"06"	"Male"	"M"	"85-89 years"	"85-89"	90	Not Applicable	Not Applicable
	"2018"	"2018"	"California"	"06"	"Male"	"M"	"90-94 years"	"90-94"	34	Not Applicable	Not Applicable
	"2018"	"2018"	"California"	"06"	"Male"	"M"	"95-99 years"	"95-99"	12	Not Applicable	Not Applicable
	"2018"	"2018"	"California"	"06"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2018"	"2018"	"Colorado"	"08"	"Female"	"F"	"< 1 year"	"1"	0	32327	Unreliable
	"2018"	"2018"	"Colorado"	"08"	"Female"	"F"	"1-4 years"	"1-4"	0	132652	Unreliable
	"2018"	"2018"	"Colorado"	"08"	"Female"	"F"	"5-9 years"	"5-9"	0	169707	Unreliable
	"2018"	"2018"	"Colorado"	"08"	"Female"	"F"	"10-14 years"	"10-14"	12	178620	Unreliable
	"2018"	"2018"	"Colorado"	"08"	"Female"	"F"	"15-19 years"	"15-19"	18	176272	Unreliable
	"2018"	"2018"	"Colorado"	"08"	"Female"	"F"	"20-24 years"	"20-24"	21	180068	11.7
	"2018"	"2018"	"Colorado"	"08"	"Female"	"F"	"25-29 years"	"25-29"	25	216289	11.6
	"2018"	"2018"	"Colorado"	"08"	"Female"	"F"	"30-34 years"	"30-34"	31	210403	14.7
	"2018"	"2018"	"Colorado"	"08"	"Female"	"F"	"35-39 years"	"35-39"	35	201221	17.4
	"2018"	"2018"	"Colorado"	"08"	"Female"	"F"	"40-44 years"	"40-44"	18	177607	Unreliable
	"2018"	"2018"	"Colorado"	"08"	"Female"	"F"	"45-49 years"	"45-49"	26	179672	14.5
	"2018"	"2018"	"Colorado"	"08"	"Female"	"F"	"50-54 years"	"50-54"	29	171174	16.9
	"2018"	"2018"	"Colorado"	"08"	"Female"	"F"	"55-59 years"	"55-59"	33	187435	17.6
	"2018"	"2018"	"Colorado"	"08"	"Female"	"F"	"60-64 years "	"60-64"	16	176640	Unreliable
	"2018"	"2018"	"Colorado"	"08"	"Female"	"F"	"65-69 years"	"65-69"	13	149836	Unreliable
	"2018"	"2018"	"Colorado"	"08"	"Female"	"F"	"95-99 years"	"95-99"	0	Not Applicable	Not Applicable
	"2018"	"2018"	"Colorado"	"08"	"Female"	"F"	"100+ years"	"100+"	0	Not Applicable	Not Applicable
	"2018"	"2018"	"Colorado"	"08"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2018"	"2018"	"Colorado"	"08"	"Male"	"M"	"< 1 year"	"1"	0	33798	Unreliable
	"2018"	"2018"	"Colorado"	"08"	"Male"	"M"	"1-4 years"	"1-4"	0	138077	Unreliable
	"2018"	"2018"	"Colorado"	"08"	"Male"	"M"	"10-14 years"	"10-14"	13	186758	Unreliable
	"2018"	"2018"	"Colorado"	"08"	"Male"	"M"	"15-19 years"	"15-19"	52	187092	27.8
	"2018"	"2018"	"Colorado"	"08"	"Male"	"M"	"20-24 years"	"20-24"	90	198446	45.4
	"2018"	"2018"	"Colorado"	"08"	"Male"	"M"	"25-29 years"	"25-29"	99	237618	41.7
	"2018"	"2018"	"Colorado"	"08"	"Male"	"M"	"30-34 years"	"30-34"	94	230112	40.8
	"2018"	"2018"	"Colorado"	"08"	"Male"	"M"	"35-39 years"	"35-39"	99	213837	46.3
	"2018"	"2018"	"Colorado"	"08"	"Male"	"M"	"40-44 years"	"40-44"	74	187414	39.5
	"2018"	"2018"	"Colorado"	"08"	"Male"	"M"	"45-49 years"	"45-49"	90	187909	47.9
	"2018"	"2018"	"Colorado"	"08"	"Male"	"M"	"50-54 years"	"50-54"	82	171416	47.8
	"2018"	"2018"	"Colorado"	"08"	"Male"	"M"	"55-59 years"	"55-59"	90	179841	50.0
	"2018"	"2018"	"Colorado"	"08"	"Male"	"M"	"60-64 years "	"60-64"	55	166684	33.0
	"2018"	"2018"	"Colorado"	"08"	"Male"	"M"	"65-69 years"	"65-69"	52	138241	37.6
	"2018"	"2018"	"Colorado"	"08"	"Male"	"M"	"70-74 years"	"70-74"	41	101535	40.4
	"2018"	"2018"	"Colorado"	"08"	"Male"	"M"	"75-79 years"	"75-79"	27	61396	44.0
	"2018"	"2018"	"Colorado"	"08"	"Male"	"M"	"80-84 years"	"80-84"	12	37054	Unreliable
	"2018"	"2018"	"Colorado"	"08"	"Male"	"M"	"85-89 years"	"85-89"	14	Not Applicable	Not Applicable
	"2018"	"2018"	"Colorado"	"08"	"Male"	"M"	"100+ years"	"100+"	0	Not Applicable	Not Applicable
	"2018"	"2018"	"Colorado"	"08"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2018"	"2018"	"Connecticut"	"09"	"Female"	"F"	"< 1 year"	"1"	0	17123	Unreliable
	"2018"	"2018"	"Connecticut"	"09"	"Female"	"F"	"1-4 years"	"1-4"	0	72324	Unreliable
	"2018"	"2018"	"Connecticut"	"09"	"Female"	"F"	"5-9 years"	"5-9"	0	96068	Unreliable
	"2018"	"2018"	"Connecticut"	"09"	"Female"	"F"	"45-49 years"	"45-49"	13	121234	Unreliable
	"2018"	"2018"	"Connecticut"	"09"	"Female"	"F"	"50-54 years"	"50-54"	13	134120	Unreliable
	"2018"	"2018"	"Connecticut"	"09"	"Female"	"F"	"55-59 years"	"55-59"	14	139157	Unreliable
	"2018"	"2018"	"Connecticut"	"09"	"Female"	"F"	"100+ years"	"100+"	0	Not Applicable	Not Applicable
	"2018"	"2018"	"Connecticut"	"09"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2018"	"2018"	"Connecticut"	"09"	"Male"	"M"	"< 1 year"	"1"	0	17990	Unreliable
	"2018"	"2018"	"Connecticut"	"09"	"Male"	"M"	"1-4 years"	"1-4"	0	75697	Unreliable
	"2018"	"2018"	"Connecticut"	"09"	"Male"	"M"	"5-9 years"	"5-9"	0	99943	Unreliable
	"2018"	"2018"	"Connecticut"	"09"	"Male"	"M"	"10-14 years"	"10-14"	0	110797	Unreliable
	"2018"	"2018"	"Connecticut"	"09"	"Male"	"M"	"15-19 years"	"15-19"	10	123527	Unreliable
	"2018"	"2018"	"Connecticut"	"09"	"Male"	"M"	"20-24 years"	"20-24"	21	125168	16.8
	"2018"	"2018"	"Connecticut"	"09"	"Male"	"M"	"25-29 years"	"25-29"	19	115760	Unreliable
	"2018"	"2018"	"Connecticut"	"09"	"Male"	"M"	"30-34 years"	"30-34"	14	111857	Unreliable
	"2018"	"2018"	"Connecticut"	"09"	"Male"	"M"	"35-39 years"	"35-39"	19	107235	Unreliable
	"2018"	"2018"	"Connecticut"	"09"	"Male"	"M"	"40-44 years"	"40-44"	23	100370	22.9
	"2018"	"2018"	"Connecticut"	"09"	"Male"	"M"	"45-49 years"	"45-49"	28	113742	24.6
	"2018"	"2018"	"Connecticut"	"09"	"Male"	"M"	"50-54 years"	"50-54"	42	125855	33.4
	"2018"	"2018"	"Connecticut"	"09"	"Male"	"M"	"55-59 years"	"55-59"	37	130310	28.4
	"2018"	"2018"	"Connecticut"	"09"	"Male"	"M"	"60-64 years "	"60-64"	39	116986	33.3
	"2018"	"2018"	"Connecticut"	"09"	"Male"	"M"	"65-69 years"	"65-69"	26	89542	29.0
	"2018"	"2018"	"Connecticut"	"09"	"Male"	"M"	"70-74 years"	"70-74"	11	70272	Unreliable
	"2018"	"2018"	"Connecticut"	"09"	"Male"	"M"	"75-79 years"	"75-79"	11	47457	Unreliable
	"2018"	"2018"	"Connecticut"	"09"	"Male"	"M"	"95-99 years"	"95-99"	0	Not Applicable	Not Applicable
	"2018"	"2018"	"Connecticut"	"09"	"Male"	"M"	"100+ years"	"100+"	0	Not Applicable	Not Applicable
	"2018"	"2018"	"Connecticut"	"09"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2018"	"2018"	"Delaware"	"10"	"Female"	"F"	"< 1 year"	"1"	0	5197	Unreliable
	"2018"	"2018"	"Delaware"	"10"	"Female"	"F"	"1-4 years"	"1-4"	0	21956	Unreliable
	"2018"	"2018"	"Delaware"	"10"	"Female"	"F"	"5-9 years"	"5-9"	0	27759	Unreliable
	"2018"	"2018"	"Delaware"	"10"	"Female"	"F"	"10-14 years"	"10-14"	0	28604	Unreliable
	"2018"	"2018"	"Delaware"	"10"	"Female"	"F"	"70-74 years"	"70-74"	0	26200	Unreliable
	"2018"	"2018"	"Delaware"	"10"	"Female"	"F"	"80-84 years"	"80-84"	0	11372	Unreliable
